0:0:0:0:0:0:0:1 - - [15/May/2017:14:03:08 +0800] "GET / HTTP/1.1" 200 11418
0:0:0:0:0:0:0:1 - - [15/May/2017:14:03:17 +0800] "GET /imooc HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/May/2017:14:03:17 +0800] "GET /imooc/ HTTP/1.1" 200 606
0:0:0:0:0:0:0:1 - - [15/May/2017:14:03:22 +0800] "GET /imooc/testOut HTTP/1.1" 404 977
0:0:0:0:0:0:0:1 - - [15/May/2017:14:03:29 +0800] "GET /imooc/testOut.jsp HTTP/1.1" 200 237
0:0:0:0:0:0:0:1 - - [15/May/2017:14:04:13 +0800] "GET /imooc/testOut.jsp HTTP/1.1" 200 256
0:0:0:0:0:0:0:1 - - [15/May/2017:14:04:33 +0800] "GET /imooc/testOut.jsp HTTP/1.1" 500 2576
0:0:0:0:0:0:0:1 - - [15/May/2017:14:04:37 +0800] "GET /imooc/testOut.jsp HTTP/1.1" 500 2576
0:0:0:0:0:0:0:1 - - [15/May/2017:14:04:38 +0800] "GET /imooc/testOut.jsp HTTP/1.1" 200 256
0:0:0:0:0:0:0:1 - - [15/May/2017:14:04:39 +0800] "GET /imooc/testOut.jsp HTTP/1.1" 200 256
0:0:0:0:0:0:0:1 - - [15/May/2017:14:11:07 +0800] "GET /imooc/ HTTP/1.1" 200 606
0:0:0:0:0:0:0:1 - - [15/May/2017:14:11:14 +0800] "GET /imooc/dologin.jsp?username=e&username=qrrtrtrtr HTTP/1.1" 200 29
0:0:0:0:0:0:0:1 - - [15/May/2017:14:12:07 +0800] "GET /imooc/dologin.jsp?username=eeeeee&username=weqrtyuiop HTTP/1.1" 200 29
0:0:0:0:0:0:0:1 - - [15/May/2017:14:13:23 +0800] "GET /imooc/ HTTP/1.1" 200 312
0:0:0:0:0:0:0:1 - - [15/May/2017:14:13:26 +0800] "GET /imooc/testOut.jsp?username=d&password=deqeqewqewq HTTP/1.1" 500 2745
0:0:0:0:0:0:0:1 - - [15/May/2017:14:14:49 +0800] "GET /imooc/testOut.jsp?username=wodejiazi&password=cvbcbgfhfh HTTP/1.1" 500 2745
0:0:0:0:0:0:0:1 - - [15/May/2017:14:15:49 +0800] "GET /imooc/testOut.jsp?username=wodejiazi&password=cvbcbgfhfh HTTP/1.1" 500 2745
0:0:0:0:0:0:0:1 - - [15/May/2017:14:15:50 +0800] "GET /imooc/testOut.jsp?username=wodejiazi&password=cvbcbgfhfh HTTP/1.1" 500 2544
0:0:0:0:0:0:0:1 - - [15/May/2017:14:15:50 +0800] "GET /imooc/testOut.jsp?username=wodejiazi&password=cvbcbgfhfh HTTP/1.1" 500 2544
0:0:0:0:0:0:0:1 - - [15/May/2017:14:15:51 +0800] "GET /imooc/testOut.jsp?username=wodejiazi&password=cvbcbgfhfh HTTP/1.1" 500 2544
0:0:0:0:0:0:0:1 - - [15/May/2017:14:15:51 +0800] "GET /imooc/testOut.jsp?username=wodejiazi&password=cvbcbgfhfh HTTP/1.1" 500 2544
0:0:0:0:0:0:0:1 - - [15/May/2017:14:15:51 +0800] "GET /imooc/testOut.jsp?username=wodejiazi&password=cvbcbgfhfh HTTP/1.1" 500 2544
0:0:0:0:0:0:0:1 - - [15/May/2017:14:15:51 +0800] "GET /imooc/testOut.jsp?username=wodejiazi&password=cvbcbgfhfh HTTP/1.1" 500 2544
0:0:0:0:0:0:0:1 - - [15/May/2017:14:15:51 +0800] "GET /imooc/testOut.jsp?username=wodejiazi&password=cvbcbgfhfh HTTP/1.1" 500 2544
0:0:0:0:0:0:0:1 - - [15/May/2017:14:15:52 +0800] "GET /imooc/testOut.jsp?username=wodejiazi&password=cvbcbgfhfh HTTP/1.1" 500 2544
0:0:0:0:0:0:0:1 - - [15/May/2017:14:15:52 +0800] "GET /imooc/testOut.jsp?username=wodejiazi&password=cvbcbgfhfh HTTP/1.1" 500 2544
0:0:0:0:0:0:0:1 - - [15/May/2017:14:15:52 +0800] "GET /imooc/testOut.jsp?username=wodejiazi&password=cvbcbgfhfh HTTP/1.1" 500 2544
0:0:0:0:0:0:0:1 - - [15/May/2017:14:15:52 +0800] "GET /imooc/testOut.jsp?username=wodejiazi&password=cvbcbgfhfh HTTP/1.1" 500 2544
0:0:0:0:0:0:0:1 - - [15/May/2017:14:15:52 +0800] "GET /imooc/testOut.jsp?username=wodejiazi&password=cvbcbgfhfh HTTP/1.1" 500 2544
0:0:0:0:0:0:0:1 - - [15/May/2017:14:15:52 +0800] "GET /imooc/testOut.jsp?username=wodejiazi&password=cvbcbgfhfh HTTP/1.1" 500 2544
0:0:0:0:0:0:0:1 - - [15/May/2017:14:15:52 +0800] "GET /imooc/testOut.jsp?username=wodejiazi&password=cvbcbgfhfh HTTP/1.1" 500 2544
0:0:0:0:0:0:0:1 - - [15/May/2017:14:15:53 +0800] "GET /imooc/testOut.jsp?username=wodejiazi&password=cvbcbgfhfh HTTP/1.1" 500 2544
0:0:0:0:0:0:0:1 - - [15/May/2017:14:15:53 +0800] "GET /imooc/testOut.jsp?username=wodejiazi&password=cvbcbgfhfh HTTP/1.1" 500 2544
0:0:0:0:0:0:0:1 - - [15/May/2017:14:15:53 +0800] "GET /imooc/testOut.jsp?username=wodejiazi&password=cvbcbgfhfh HTTP/1.1" 500 2544
0:0:0:0:0:0:0:1 - - [15/May/2017:14:15:59 +0800] "GET /imooc/testOut.jsp?username=wodejiazi&password=eqewq HTTP/1.1" 500 2745
0:0:0:0:0:0:0:1 - - [15/May/2017:14:19:54 +0800] "GET /imooc/testOut.jsp?username=wodejiazi&password=eqewq HTTP/1.1" 500 2745
0:0:0:0:0:0:0:1 - - [15/May/2017:14:19:54 +0800] "GET /imooc/testOut.jsp?username=wodejiazi&password=eqewq HTTP/1.1" 500 2544
0:0:0:0:0:0:0:1 - - [15/May/2017:14:19:55 +0800] "GET /imooc/testOut.jsp?username=wodejiazi&password=eqewq HTTP/1.1" 500 2544
0:0:0:0:0:0:0:1 - - [15/May/2017:14:19:55 +0800] "GET /imooc/testOut.jsp?username=wodejiazi&password=eqewq HTTP/1.1" 500 2544
0:0:0:0:0:0:0:1 - - [15/May/2017:14:19:55 +0800] "GET /imooc/testOut.jsp?username=wodejiazi&password=eqewq HTTP/1.1" 500 2544
0:0:0:0:0:0:0:1 - - [15/May/2017:14:19:56 +0800] "GET /imooc/testOut.jsp?username=wodejiazi&password=eqewq HTTP/1.1" 500 2544
